	Valence	Arousal	Dominance	Average
1	0.8776	0.7883	0.6043	0.7568
2	0.8318	0.7516	0.6562	0.7465
3	0.8532	0.8799	0.6748	0.8026
4	0.7855	0.6815	0.6759	0.7143
5	0.9306	0.8464	0.793	0.8567
6	0.8709	0.7215	0.5375	0.71
7	0.7995	0.7903	0.4906	0.6935
8	0.8372	0.7137	0.4621	0.671
9	0.8155	0.7265	0.5689	0.7036
10	0.8951	0.7701	0.6636	0.7763
SD	0.0449	0.0616	0.1	0.0688
Average	0.8497	0.767	0.6127	0.7431
